*************************Generated by extractTensions.sh************************
*      Sun Mar 30 14:04:51 MDT 2025 - Case: 3D_RM6_noPTO
* Note: Data was extracted from log.overInterDyMFoam using extractTensions.sh
*       Can be visualized with plotTensions.py
********************************************************************************
Time Line1_fx Line1_fy Line1_fz	Line2_fx Line2_fy Line2_fz	Line3_fx Line3_fy Line3_fz
0.01		-15.3041 	 -8.5265 	 -1.11708	-15.3041 	 8.5265 	 -1.11708	6.08463 	 -0 	 -1.78074
0.02		-15.304 	 -8.52642 	 -1.11708	-15.304 	 8.52642 	 -1.11708	6.08458 	 0 	 -1.78071
0.03		-15.3033 	 -8.52604 	 -1.11707	-15.3033 	 8.52604 	 -1.11707	6.08447 	 0 	 -1.78062
0.04		-15.302 	 -8.52533 	 -1.11703	-15.302 	 8.52533 	 -1.11703	6.08446 	 -0 	 -1.78051
0.05		-15.3004 	 -8.52447 	 -1.11699	-15.3004 	 8.52447 	 -1.11699	6.08451 	 -0 	 -1.7804
0.06		-15.2986 	 -8.52346 	 -1.11695	-15.2986 	 8.52346 	 -1.11695	6.08452 	 0 	 -1.78025
0.07		-15.2963 	 -8.52223 	 -1.1169	-15.2963 	 8.52223 	 -1.1169	6.08451 	 0 	 -1.78006
0.08		-15.2937 	 -8.52081 	 -1.11685	-15.2937 	 8.52081 	 -1.11685	6.08456 	 -0 	 -1.77986
0.09		-15.2908 	 -8.51919 	 -1.11678	-15.2908 	 8.51919 	 -1.11678	6.08464 	 -0 	 -1.77964
0.1		-15.2875 	 -8.51739 	 -1.11671	-15.2875 	 8.51739 	 -1.11671	6.08473 	 -0 	 -1.7794
0.11		-15.2839 	 -8.5154 	 -1.11663	-15.2839 	 8.5154 	 -1.11663	6.08485 	 -0 	 -1.77913
0.12		-15.2799 	 -8.51322 	 -1.11655	-15.2799 	 8.51322 	 -1.11655	6.08503 	 -0 	 -1.77886
0.13		-15.2756 	 -8.51086 	 -1.11646	-15.2756 	 8.51086 	 -1.11646	6.08525 	 -0 	 -1.77857
0.14		-15.271 	 -8.50832 	 -1.11637	-15.271 	 8.50832 	 -1.11637	6.08552 	 -0 	 -1.77826
0.15		-15.2661 	 -8.50561 	 -1.11627	-15.2661 	 8.50561 	 -1.11627	6.08586 	 -0 	 -1.77795
0.16		-15.2608 	 -8.50272 	 -1.11616	-15.2608 	 8.50272 	 -1.11616	6.08627 	 -0 	 -1.77763
0.17		-15.2552 	 -8.49966 	 -1.11605	-15.2552 	 8.49966 	 -1.11605	6.08676 	 -0 	 -1.77731
0.18		-15.2494 	 -8.49644 	 -1.11593	-15.2494 	 8.49644 	 -1.11593	6.08734 	 -0 	 -1.77699
