           0.1	   3.999974e+00  -2.644743e-05   3.999997e+00  -3.470214e-06   4.000000e+00  -3.851083e-07   4.000000e+00  -4.326709e-08   4.000000e+00  -4.870703e-09
0.2	   3.999830e+00  -1.703908e-04   3.999978e+00  -2.183962e-05   3.999998e+00  -2.448010e-06   4.000000e+00  -2.786119e-07   4.000000e+00  -3.177088e-08
0.3	   3.999499e+00  -5.005816e-04   3.999937e+00  -6.348497e-05   3.999993e+00  -7.221106e-06   3.999999e+00  -8.355316e-07   4.000000e+00  -9.683235e-08
0.4	   3.998931e+00  -1.068747e-03   3.999865e+00  -1.354441e-04   3.999984e+00  -1.571080e-05   3.999998e+00  -1.855494e-06   4.000000e+00  -2.193186e-07
0.5	   3.998099e+00  -1.900766e-03   3.999757e+00  -2.427218e-04   3.999971e+00  -2.885802e-05   3.999997e+00  -3.492995e-06   4.000000e+00  -4.225255e-07
0.6	   3.997003e+00  -2.996623e-03   3.999611e+00  -3.889364e-04   3.999952e+00  -4.763773e-05   3.999994e+00  -5.931930e-06   3.999999e+00  -7.364850e-07
0.7	   3.995673e+00  -4.326711e-03   3.999423e+00  -5.765156e-04   3.999927e+00  -7.310264e-05   3.999991e+00  -9.396060e-06   3.999999e+00  -1.200185e-06
0.8	   3.994176e+00  -5.824450e-03   3.999194e+00  -8.063350e-04   3.999894e+00  -1.063586e-04   3.999986e+00  -1.415231e-05   3.999998e+00  -1.863215e-06
0.9	   3.992618e+00  -7.381941e-03   3.998922e+00  -1.077698e-03   3.999851e+00  -1.485684e-04   3.999979e+00  -2.051744e-05   3.999997e+00  -2.788009e-06
1	   3.991156e+00  -8.844369e-03   3.998612e+00  -1.387754e-03   3.999799e+00  -2.008838e-04   3.999971e+00  -2.885691e-05   3.999996e+00  -4.051490e-06
1.1	   3.989990e+00  -1.001030e-02   3.998269e+00  -1.731158e-03   3.999736e+00  -2.643913e-04   3.999960e+00  -3.958506e-05   3.999994e+00  -5.747098e-06
1.2	   3.989346e+00  -1.065366e-02   3.997900e+00  -2.100218e-03   3.999660e+00  -3.401020e-04   3.999947e+00  -5.316964e-05   3.999992e+00  -7.987568e-06
1.3	   3.989470e+00  -1.053003e-02   3.997519e+00  -2.481468e-03   3.999571e+00  -4.285243e-04   3.999930e+00  -7.008838e-05   3.999989e+00  -1.090254e-05
1.4	   3.990597e+00  -9.402698e-03   3.997141e+00  -2.858899e-03   3.999470e+00  -5.299438e-04   3.999909e+00  -9.086106e-05   3.999985e+00  -1.464461e-05
1.5	   3.992881e+00  -7.119000e-03   3.996787e+00  -3.213246e-03   3.999356e+00  -6.442659e-04   3.999884e+00  -1.160300e-04   3.999981e+00  -1.938988e-05
1.6	   3.996388e+00  -3.611908e-03   3.996482e+00  -3.518359e-03   3.999229e+00  -7.705225e-04   3.999854e+00  -1.460996e-04   3.999975e+00  -2.533362e-05
1.7	   4.001012e+00   1.012105e-03   3.996251e+00  -3.749063e-03   3.999092e+00  -9.075747e-04   3.999818e+00  -1.816047e-04   3.999967e+00  -3.270035e-05
1.8	   4.006447e+00   6.446789e-03   3.996117e+00  -3.883426e-03   3.998946e+00  -1.054196e-03   3.999777e+00  -2.231123e-04   3.999958e+00  -4.174620e-05
1.9	   4.012380e+00   1.238016e-02   3.996120e+00  -3.880343e-03   3.998794e+00  -1.206417e-03   3.999729e+00  -2.709073e-04   3.999947e+00  -5.272566e-05
2	   4.018340e+00   1.834043e-02   3.996293e+00  -3.707051e-03   3.998640e+00  -1.360472e-03   3.999675e+00  -3.252924e-04   3.999934e+00  -6.592520e-05
2.1	   4.023798e+00   2.379833e-02   3.996661e+00  -3.338823e-03   3.998488e+00  -1.512186e-03   3.999614e+00  -3.864972e-04   3.999918e+00  -8.165304e-05
2.2	   4.028300e+00   2.830049e-02   3.997248e+00  -2.751955e-03   3.998344e+00  -1.656137e-03   3.999545e+00  -4.545496e-04   3.999900e+00  -1.002235e-04
2.3	   4.031495e+00   3.149549e-02   3.998077e+00  -1.923194e-03   3.998215e+00  -1.785298e-03   3.999471e+00  -5.291980e-04   3.999878e+00  -1.219453e-04
2.4	   4.033031e+00   3.303080e-02   3.999159e+00  -8.405343e-04   3.998108e+00  -1.892123e-03   3.999390e+00  -6.099666e-04   3.999853e+00  -1.471232e-04
2.5	   4.032551e+00   3.255056e-02   4.000497e+00   4.965378e-04   3.998031e+00  -1.968501e-03   3.999304e+00  -6.960802e-04   3.999824e+00  -1.760432e-04
2.6	   4.029876e+00   2.987585e-02   4.002093e+00   2.092644e-03   3.997996e+00  -2.003577e-03   3.999214e+00  -7.861886e-04   3.999791e+00  -2.089320e-04
2.7	   4.024978e+00   2.497820e-02   4.003922e+00   3.921666e-03   3.998012e+00  -1.987695e-03   3.999121e+00  -8.787049e-04   3.999754e+00  -2.459830e-04
2.8	   4.018047e+00   1.804698e-02   4.005935e+00   5.934995e-03   3.998089e+00  -1.910602e-03   3.999028e+00  -9.716485e-04   3.999713e+00  -2.873248e-04
2.9	   4.009515e+00   9.514652e-03   4.008079e+00   8.078841e-03   3.998238e+00  -1.761717e-03   3.998938e+00  -1.062410e-03   3.999667e+00  -3.329781e-04
3	   3.999900e+00  -1.002264e-04   4.010272e+00   1.027211e-02   3.998469e+00  -1.530886e-03   3.998852e+00  -1.147855e-03   3.999617e+00  -3.828468e-04
3.1	   3.989649e+00  -1.035082e-02   4.012397e+00   1.239689e-02   3.998789e+00  -1.211290e-03   3.998775e+00  -1.224549e-03   3.999563e+00  -4.367241e-04
3.2	   3.979523e+00  -2.047663e-02   4.014343e+00   1.434341e-02   3.999205e+00  -7.946241e-04   3.998712e+00  -1.288279e-03   3.999506e+00  -4.941998e-04
3.3	   3.970047e+00  -2.995288e-02   4.015955e+00   1.595530e-02   3.999722e+00  -2.781802e-04   3.998665e+00  -1.334799e-03   3.999445e+00  -5.547132e-04
3.4	   3.961674e+00  -3.832593e-02   4.017063e+00   1.706315e-02   4.000337e+00   3.369594e-04   3.998641e+00  -1.359484e-03   3.999382e+00  -6.175013e-04
3.5	   3.954965e+00  -4.503504e-02   4.017521e+00   1.752141e-02   4.001049e+00   1.048936e-03   3.998643e+00  -1.357199e-03   3.999318e+00  -6.815284e-04
3.6	   3.950295e+00  -4.970473e-02   4.017169e+00   1.716933e-02   4.001849e+00   1.848878e-03   3.998678e+00  -1.322466e-03   3.999254e+00  -7.455372e-04
3.7	   3.948045e+00  -5.195464e-02   4.015871e+00   1.587074e-02   4.002724e+00   2.724057e-03   3.998750e+00  -1.250009e-03   3.999192e+00  -8.079871e-04
3.8	   3.948485e+00  -5.151495e-02   4.013539e+00   1.353868e-02   4.003656e+00   3.656011e-03   3.998865e+00  -1.134830e-03   3.999133e+00  -8.670590e-04
3.9	   3.951628e+00  -4.837196e-02   4.010115e+00   1.011509e-02   4.004618e+00   4.618272e-03   3.999027e+00  -9.727440e-04   3.999079e+00  -9.206734e-04
4	   3.957635e+00  -4.236450e-02   4.005652e+00   5.652234e-03   4.005582e+00   5.582317e-03   3.999240e+00  -7.597038e-04   3.999034e+00  -9.664623e-04
4.1	   3.966356e+00  -3.364394e-02   4.000255e+00   2.553960e-04   4.006510e+00   6.510072e-03   3.999507e+00  -4.929606e-04   3.998998e+00  -1.001882e-03
4.2	   3.977556e+00  -2.244446e-02   3.994125e+00  -5.875226e-03   4.007360e+00   7.359630e-03   3.999829e+00  -1.709369e-04   3.998976e+00  -1.024131e-03
4.3	   3.990811e+00  -9.189045e-03   3.987556e+00  -1.244444e-02   4.008085e+00   8.085257e-03   4.000206e+00   2.063808e-04   3.998970e+00  -1.030250e-03
4.4	   4.005526e+00   5.525618e-03   3.980908e+00  -1.909173e-02   4.008639e+00   8.639051e-03   4.000637e+00   6.371115e-04   3.998983e+00  -1.017083e-03
4.5	   4.021025e+00   2.102506e-02   3.974599e+00  -2.540113e-02   4.008973e+00   8.973124e-03   4.001117e+00   1.117370e-03   3.999019e+00  -9.813101e-04
4.6	   4.036351e+00   3.635107e-02   3.969054e+00  -3.094577e-02   4.009039e+00   9.038876e-03   4.001641e+00   1.640612e-03   3.999080e+00  -9.198813e-04
4.7	   4.050817e+00   5.081745e-02   3.964760e+00  -3.524043e-02   4.008793e+00   8.792763e-03   4.002198e+00   2.198299e-03   3.999170e+00  -8.298543e-04
4.8	   4.063344e+00   6.334394e-02   3.962083e+00  -3.791672e-02   4.008196e+00   8.196313e-03   4.002779e+00   2.778714e-03   3.999291e+00  -7.086486e-04
4.9	   4.072882e+00   7.288177e-02   3.961359e+00  -3.864096e-02   4.007222e+00   7.222149e-03   4.003368e+00   3.367979e-03   3.999446e+00  -5.540836e-04
5	   4.078514e+00   7.851392e-02   3.962855e+00  -3.714470e-02   4.005857e+00   5.856672e-03   4.003949e+00   3.949372e-03   3.999635e+00  -3.645476e-04
5.1	   4.079496e+00   7.949593e-02   3.966706e+00  -3.329446e-02   4.004101e+00   4.101134e-03   4.004503e+00   4.502701e-03   3.999861e+00  -1.391593e-04
5.2	   4.075670e+00   7.567044e-02   3.972944e+00  -2.705586e-02   4.001981e+00   1.980693e-03   4.005007e+00   5.006683e-03   4.000122e+00   1.221414e-04
5.3	   4.067012e+00   6.701249e-02   3.981408e+00  -1.859201e-02   3.999537e+00  -4.632923e-04   4.005438e+00   5.438243e-03   4.000418e+00   4.183303e-04
5.4	   4.053944e+00   5.394425e-02   3.991791e+00  -8.209384e-03   3.996835e+00  -3.165274e-03   4.005774e+00   5.773983e-03   4.000747e+00   7.472289e-04
5.5	   4.037522e+00   3.752231e-02   4.003630e+00   3.629590e-03   3.993963e+00  -6.036797e-03   4.005990e+00   5.990285e-03   4.001105e+00   1.105368e-03
5.6	   4.019062e+00   1.906185e-02   4.016311e+00   1.631086e-02   3.991035e+00  -8.965404e-03   4.006064e+00   6.064465e-03   4.001488e+00   1.487894e-03
5.7	   3.999597e+00  -4.034632e-04   4.029089e+00   2.908943e-02   3.988184e+00  -1.181637e-02   4.005975e+00   5.975491e-03   4.001888e+00   1.888490e-03
5.8	   3.979958e+00  -2.004206e-02   4.041127e+00   4.112696e-02   3.985551e+00  -1.444908e-02   4.005705e+00   5.704583e-03   4.002299e+00   2.299345e-03
5.9	   3.961314e+00  -3.868600e-02   4.051552e+00   5.155188e-02   3.983293e+00  -1.670714e-02   4.005239e+00   5.238732e-03   4.002712e+00   2.711551e-03
6	   3.944730e+00  -5.526978e-02   4.059572e+00   5.957208e-02   3.981564e+00  -1.843578e-02   4.004570e+00   4.569867e-03   4.003114e+00   3.114383e-03
6.1	   3.931320e+00  -6.868013e-02   4.064544e+00   6.454449e-02   3.980522e+00  -1.947843e-02   4.003697e+00   3.697288e-03   4.003495e+00   3.495495e-03
6.2	   3.921622e+00  -7.837806e-02   4.065997e+00   6.599742e-02   3.980302e+00  -1.969774e-02   4.002628e+00   2.627801e-03   4.003842e+00   3.841729e-03
6.3	   3.915753e+00  -8.424683e-02   4.063667e+00   6.366711e-02   3.981030e+00  -1.897009e-02   4.001377e+00   1.376808e-03   4.004139e+00   4.139468e-03
6.4	   3.913987e+00  -8.601326e-02   4.057611e+00   5.761098e-02   3.982795e+00  -1.720470e-02   3.999970e+00  -3.040049e-05   4.004375e+00   4.374951e-03
6.5	   3.916593e+00  -8.340741e-02   4.048158e+00   4.815830e-02   3.985648e+00  -1.435179e-02   3.998441e+00  -1.558586e-03   4.004534e+00   4.534402e-03
