*************************Generated by extractTensions.sh************************
*      Sun Mar 30 13:59:00 MDT 2025 - Case: 3D_RM6_noPTO
* Note: Data was extracted from log.overInterDyMFoam using extractTensions.sh
*       Can be visualized with plotTensions.py
********************************************************************************
Time Line1_fx Line1_fy Line1_fz	Line2_fx Line2_fy Line2_fz	Line3_fx Line3_fy Line3_fz
0.01		-15.3041 	 -8.5265 	 -1.11708	-15.3041 	 8.5265 	 -1.11708	6.08463 	 -0 	 -1.78074
0.02		-15.3037 	 -8.52631 	 -1.11706	-15.3037 	 8.52631 	 -1.11706	6.08467 	 -0 	 -1.78073
0.03		-15.3025 	 -8.52561 	 -1.117	-15.3025 	 8.52561 	 -1.117	6.08492 	 -0 	 -1.78073
0.04		-15.3004 	 -8.52444 	 -1.11688	-15.3004 	 8.52444 	 -1.11688	6.08553 	 -0 	 -1.78079
0.05		-15.2976 	 -8.52294 	 -1.11674	-15.2976 	 8.52294 	 -1.11674	6.08642 	 -0 	 -1.7809
0.06		-15.2943 	 -8.5211 	 -1.11657	-15.2943 	 8.5211 	 -1.11657	6.08749 	 -0 	 -1.78103
0.07		-15.2902 	 -8.51887 	 -1.11635	-15.2902 	 8.51887 	 -1.11635	6.08882 	 -0 	 -1.7812
0.08		-15.2855 	 -8.51626 	 -1.1161	-15.2855 	 8.51626 	 -1.1161	6.09044 	 -0 	 -1.78142
0.09		-15.2801 	 -8.51328 	 -1.11582	-15.2801 	 8.51328 	 -1.11582	6.09232 	 -0 	 -1.78168
0.1		-15.274 	 -8.50994 	 -1.1155	-15.274 	 8.50994 	 -1.1155	6.09444 	 -0 	 -1.78197
0.11		-15.2673 	 -8.50624 	 -1.11515	-15.2673 	 8.50624 	 -1.11515	6.09683 	 -0 	 -1.78231
0.12		-15.2599 	 -8.50217 	 -1.11476	-15.2599 	 8.50217 	 -1.11476	6.09949 	 -0 	 -1.78269
0.13		-15.2519 	 -8.49775 	 -1.11434	-15.2519 	 8.49775 	 -1.11434	6.10243 	 -0 	 -1.78312
0.14		-15.2432 	 -8.49298 	 -1.11389	-15.2432 	 8.49298 	 -1.11389	6.10566 	 -0 	 -1.78359
0.15		-15.2339 	 -8.48786 	 -1.1134	-15.2339 	 8.48786 	 -1.1134	6.10916 	 -0 	 -1.78412
0.16		-15.224 	 -8.4824 	 -1.11288	-15.224 	 8.4824 	 -1.11288	6.11295 	 -0 	 -1.78469
0.17		-15.2135 	 -8.4766 	 -1.11233	-15.2135 	 8.4766 	 -1.11233	6.11702 	 -0 	 -1.78532
0.18		-15.2024 	 -8.47047 	 -1.11174	-15.2024 	 8.47047 	 -1.11174	6.12139 	 -0 	 -1.786
0.19		-15.1906 	 -8.46401 	 -1.11113	-15.1906 	 8.46401 	 -1.11113	6.12606 	 -0 	 -1.78673
0.2		-15.1783 	 -8.45724 	 -1.11049	-15.1783 	 8.45724 	 -1.11049	6.13101 	 -0 	 -1.78751
0.21		-15.1655 	 -8.45016 	 -1.10982	-15.1655 	 8.45016 	 -1.10982	6.13627 	 -0 	 -1.78835
0.22		-15.1521 	 -8.44277 	 -1.10911	-15.1521 	 8.44277 	 -1.10911	6.14185 	 -0 	 -1.78925
0.23		-15.1381 	 -8.43507 	 -1.10838	-15.1381 	 8.43507 	 -1.10838	6.14775 	 -0 	 -1.79021
0.24		-15.1236 	 -8.42707 	 -1.10763	-15.1236 	 8.42707 	 -1.10763	6.15397 	 -0 	 -1.79124
0.25		-15.1085 	 -8.41879 	 -1.10684	-15.1085 	 8.41879 	 -1.10684	6.16053 	 -0 	 -1.79233
0.26		-15.093 	 -8.41021 	 -1.10603	-15.093 	 8.41021 	 -1.10603	6.16741 	 -0 	 -1.79349
0.27		-15.0769 	 -8.40136 	 -1.10519	-15.0769 	 8.40136 	 -1.10519	6.17465 	 -0 	 -1.79472
0.28		-15.0603 	 -8.39223 	 -1.10432	-15.0603 	 8.39223 	 -1.10432	6.18225 	 -0 	 -1.79602
0.29		-15.0432 	 -8.38282 	 -1.10343	-15.0432 	 8.38282 	 -1.10343	6.19021 	 -0 	 -1.79741
0.3		-15.0257 	 -8.37315 	 -1.10251	-15.0257 	 8.37315 	 -1.10251	6.19855 	 -0 	 -1.79887
0.31		-15.0076 	 -8.36321 	 -1.10157	-15.0076 	 8.36321 	 -1.10157	6.20729 	 -0 	 -1.80042
