*************************Generated by extractTensions.sh************************
*      Sun Mar  2 15:49:16 MST 2025. Case: backup_data/3D_RM6_noPTO_8CPH/
* Note: Data was extracted from log.overInterDyMFoam using extractTensions.sh
*       Can be visualized with plotTensions.py
********************************************************************************
Time Line1_fx Line1_fy Line1_fz	Line2_fx Line2_fy Line2_fz	Line3_fx Line3_fy Line3_fz
0.01		-15.3041 	 -8.5265 	 -1.11708	-15.3041 	 8.5265 	 -1.11708	6.08463 	 -0 	 -1.78074
0.02		-15.3038 	 -8.52634 	 -1.11706	-15.3038 	 8.52634 	 -1.11706	6.08453 	 0 	 -1.78069
0.03		-15.3028 	 -8.52576 	 -1.11701	-15.3028 	 8.52576 	 -1.11701	6.08429 	 0 	 -1.78053
0.04		-15.3011 	 -8.52482 	 -1.11692	-15.3011 	 8.52482 	 -1.11692	6.08402 	 0 	 -1.78032
0.05		-15.2989 	 -8.52364 	 -1.11681	-15.2989 	 8.52364 	 -1.11681	6.08373 	 0 	 -1.78007
0.06		-15.2963 	 -8.52219 	 -1.11668	-15.2963 	 8.52219 	 -1.11668	6.0833 	 0 	 -1.77974
0.07		-15.2931 	 -8.52043 	 -1.11652	-15.2931 	 8.52043 	 -1.11652	6.08279 	 0 	 -1.77934
0.08		-15.2893 	 -8.51838 	 -1.11633	-15.2893 	 8.51838 	 -1.11633	6.08224 	 0 	 -1.7789
0.09		-15.2851 	 -8.51605 	 -1.11611	-15.2851 	 8.51605 	 -1.11611	6.08162 	 0 	 -1.77839
0.1		-15.2804 	 -8.51343 	 -1.11587	-15.2804 	 8.51343 	 -1.11587	6.08094 	 0 	 -1.77782
0.11		-15.2751 	 -8.51053 	 -1.1156	-15.2751 	 8.51053 	 -1.1156	6.08021 	 0 	 -1.7772
0.12		-15.2693 	 -8.50735 	 -1.1153	-15.2693 	 8.50735 	 -1.1153	6.07946 	 0 	 -1.77653
0.13		-15.263 	 -8.50389 	 -1.11498	-15.263 	 8.50389 	 -1.11498	6.07867 	 0 	 -1.77582
0.14		-15.2562 	 -8.50015 	 -1.11463	-15.2562 	 8.50015 	 -1.11463	6.07787 	 0 	 -1.77506
0.15		-15.2489 	 -8.49613 	 -1.11425	-15.2489 	 8.49613 	 -1.11425	6.07707 	 0 	 -1.77427
0.16		-15.2412 	 -8.49184 	 -1.11386	-15.2412 	 8.49184 	 -1.11386	6.07628 	 0 	 -1.77344
0.17		-15.2329 	 -8.48729 	 -1.11343	-15.2329 	 8.48729 	 -1.11343	6.07551 	 0 	 -1.77258
0.18		-15.2241 	 -8.48246 	 -1.11298	-15.2241 	 8.48246 	 -1.11298	6.07482 	 0 	 -1.77171
0.19		-15.2149 	 -8.47738 	 -1.11251	-15.2149 	 8.47738 	 -1.11251	6.07421 	 0 	 -1.77083
0.2		-15.2052 	 -8.47202 	 -1.11201	-15.2052 	 8.47202 	 -1.11201	6.07373 	 0 	 -1.76995
0.21		-15.195 	 -8.4664 	 -1.11149	-15.195 	 8.4664 	 -1.11149	6.07336 	 0 	 -1.76907
0.22		-15.1843 	 -8.46054 	 -1.11095	-15.1843 	 8.46054 	 -1.11095	6.0731 	 0 	 -1.7682
0.23		-15.1732 	 -8.45442 	 -1.11038	-15.1732 	 8.45442 	 -1.11038	6.07297 	 0 	 -1.76732
0.24		-15.1617 	 -8.44807 	 -1.10979	-15.1617 	 8.44807 	 -1.10979	6.07296 	 0 	 -1.76646
0.25		-15.1497 	 -8.44149 	 -1.10919	-15.1497 	 8.44149 	 -1.10919	6.07308 	 0 	 -1.76559
0.26		-15.1374 	 -8.43469 	 -1.10856	-15.1374 	 8.43469 	 -1.10856	6.07333 	 -0 	 -1.76474
0.27		-15.1246 	 -8.42767 	 -1.10791	-15.1246 	 8.42767 	 -1.10791	6.07372 	 -0 	 -1.76389
0.28		-15.1115 	 -8.42044 	 -1.10725	-15.1115 	 8.42044 	 -1.10725	6.07424 	 -0 	 -1.76306
0.29		-15.098 	 -8.41301 	 -1.10657	-15.098 	 8.41301 	 -1.10657	6.07488 	 -0 	 -1.76223
0.3		-15.0842 	 -8.40541 	 -1.10587	-15.0842 	 8.40541 	 -1.10587	6.07563 	 -0 	 -1.7614
0.31		-15.0701 	 -8.39762 	 -1.10515	-15.0701 	 8.39762 	 -1.10515	6.0765 	 -0 	 -1.76058
0.32		-15.0556 	 -8.38966 	 -1.10443	-15.0556 	 8.38966 	 -1.10443	6.0775 	 -0 	 -1.75977
0.33		-15.0409 	 -8.38154 	 -1.10368	-15.0409 	 8.38154 	 -1.10368	6.07863 	 -0 	 -1.75897
0.34		-15.0258 	 -8.37326 	 -1.10292	-15.0258 	 8.37326 	 -1.10292	6.07994 	 -0 	 -1.75819
0.35		-15.0105 	 -8.36481 	 -1.10215	-15.0105 	 8.36481 	 -1.10215	6.08146 	 -0 	 -1.75746
0.36		-14.9948 	 -8.35619 	 -1.10136	-14.9948 	 8.35619 	 -1.10136	6.08317 	 -0 	 -1.75675
0.37		-14.9789 	 -8.34742 	 -1.10056	-14.9789 	 8.34742 	 -1.10056	6.085 	 -0 	 -1.75605
0.38		-14.9628 	 -8.33855 	 -1.09975	-14.9628 	 8.33855 	 -1.09975	6.08699 	 -0 	 -1.75537
0.39		-14.9464 	 -8.32952 	 -1.09893	-14.9464 	 8.32952 	 -1.09893	6.08926 	 -0 	 -1.75475
0.4		-14.9298 	 -8.32035 	 -1.09809	-14.9298 	 8.32035 	 -1.09809	6.09179 	 -0 	 -1.75419
0.41		-14.9129 	 -8.31105 	 -1.09724	-14.9129 	 8.31105 	 -1.09724	6.09458 	 -0 	 -1.75368
0.42		-14.8958 	 -8.30163 	 -1.09638	-14.8958 	 8.30163 	 -1.09638	6.09761 	 -0 	 -1.75322
0.43		-14.8785 	 -8.2921 	 -1.09551	-14.8785 	 8.2921 	 -1.09551	6.10091 	 -0 	 -1.75281
0.44		-14.861 	 -8.28245 	 -1.09464	-14.861 	 8.28245 	 -1.09464	6.10449 	 -0 	 -1.75247
0.45		-14.8433 	 -8.2727 	 -1.09375	-14.8433 	 8.2727 	 -1.09375	6.10835 	 -0 	 -1.75219
0.46		-14.8254 	 -8.26285 	 -1.09285	-14.8254 	 8.26285 	 -1.09285	6.11252 	 -0 	 -1.75198
0.47		-14.8073 	 -8.25289 	 -1.09195	-14.8073 	 8.25289 	 -1.09195	6.11701 	 -0 	 -1.75184
0.48		-14.7891 	 -8.24284 	 -1.09104	-14.7891 	 8.24284 	 -1.09104	6.12179 	 -0 	 -1.75177
0.49		-14.7707 	 -8.23272 	 -1.09012	-14.7707 	 8.23272 	 -1.09012	6.12688 	 -0 	 -1.75177
0.5		-14.7522 	 -8.22252 	 -1.08919	-14.7522 	 8.22252 	 -1.08919	6.13229 	 -0 	 -1.75185
